対象断面,策定日,策定／更新後,連系線,年月日,時刻,方向,空容量,計画潮流,広域調整枠,マージン,運用容量,運用容量決定要因,運用容量拡大分空容量,運用容量拡大分計画潮流,運用容量拡大分運用容量,送電ＮＧ情報件数,送電ＮＧ情報延べ容量,最新更新年月日時刻
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,00:30,順方向,600.0,0.0,0,0.0,600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,00:30,逆方向,-90.0,0.0,0,-510.0,-600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,01:00,順方向,600.0,0.0,0,0.0,600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,01:00,逆方向,-90.0,0.0,0,-510.0,-600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,01:30,順方向,600.0,0.0,0,0.0,600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,01:30,逆方向,-100.0,0.0,0,-500.0,-600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,02:00,順方向,600.0,0.0,0,0.0,600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,02:00,逆方向,-100.0,0.0,0,-500.0,-600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,02:30,順方向,600.0,0.0,0,0.0,600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,02:30,逆方向,-100.0,0.0,0,-500.0,-600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,03:00,順方向,600.0,0.0,0,0.0,600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,03:00,逆方向,-100.0,0.0,0,-500.0,-600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,03:30,順方向,600.0,0.0,0,0.0,600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,03:30,逆方向,-110.0,0.0,0,-490.0,-600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,04:00,順方向,600.0,0.0,0,0.0,600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,04:00,逆方向,-110.0,0.0,0,-490.0,-600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,04:30,順方向,600.0,0.0,0,0.0,600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,04:30,逆方向,-110.0,0.0,0,-490.0,-600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,05:00,順方向,600.0,0.0,0,0.0,600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,05:00,逆方向,-110.0,0.0,0,-490.0,-600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,05:30,順方向,600.0,0.0,0,0.0,600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,05:30,逆方向,-110.0,0.0,0,-490.0,-600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,06:00,順方向,600.0,0.0,0,0.0,600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,06:00,逆方向,-110.0,0.0,0,-490.0,-600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,06:30,順方向,600.0,0.0,0,0.0,600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,06:30,逆方向,-100.0,0.0,0,-500.0,-600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,07:00,順方向,600.0,0.0,0,0.0,600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,07:00,逆方向,-100.0,0.0,0,-500.0,-600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,07:30,順方向,600.0,0.0,0,0.0,600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,07:30,逆方向,-90.0,0.0,0,-510.0,-600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,08:00,順方向,600.0,0.0,0,0.0,600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,08:00,逆方向,-90.0,0.0,0,-510.0,-600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,08:30,順方向,600.0,0.0,0,0.0,600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,08:30,逆方向,-90.0,0.0,0,-510.0,-600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,09:00,順方向,600.0,0.0,0,0.0,600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,09:00,逆方向,-90.0,0.0,0,-510.0,-600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,09:30,順方向,600.0,0.0,0,0.0,600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
翌々日,20260102,策定,北海道・本州間電力連系設備,2026/01/04,09:30,逆方向,-90.0,0.0,0,-510.0,-600,熱容量（作業）,0,0,0,0,0,2026/01/02 15:00:03
